"symbol"	"prevSymbols"	"synonyms"	"name"	"refSeqName"
"1510"	"LTBP3"	"LTBP2"	""	"latent transforming growth factor beta binding protein 3"	"LTBP3"
"1511"	"STIL"	"SIL"	"MCPH7"	"STIL, centriolar assembly protein"	"STIL"
"1512"	"EPHA3"	"ETK,ETK1,TYRO4"	"HEK,HEK4"	"EPH receptor A3"	"EPHA3"
"1513"	"FAIM"	""	"FLJ10582,FAIM1"	"Fas apoptotic inhibitory molecule"	"FAIM"
"1514"	"FOXL2"	"BPES"	"BPES1"	"forkhead box L2"	"FOXL2"
"1515"	"ZBTB48"	"HKR3"	"ZNF855,TZAP"	"zinc finger and BTB domain containing 48"	"ZBTB48"
"1516"	"IGL"	"IGL@"	""	"immunoglobulin lambda locus"	NA
"1517"	"RCHY1"	"ZNF363"	"CHIMP,DKFZP586C1620,PRO1996,RNF199,ARNIP,PIRH2,ZCHY"	"ring finger and CHY zinc finger domain containing 1"	"RCHY1"
"1518"	"RBM15"	""	"OTT,OTT1"	"RNA binding motif protein 15"	"RBM15"
"1519"	"TRPV6"	"ECAC2"	"CAT1"	"transient receptor potential cation channel subfamily V member 6"	"TRPV6"
"1520"	"CYP19A1"	"CYP19"	"ARO,P-450AROM,CPV1,ARO1,CYAR,AROMATASE"	"cytochrome P450 family 19 subfamily A member 1"	"CYP19A1"
"1521"	"KCNQ5"	""	"KV7.5"	"potassium voltage-gated channel subfamily Q member 5"	"KCNQ5"
"1522"	"WNT1"	"INT1"	""	"Wnt family member 1"	"WNT1"
"1523"	"RAC3"	""	""	"Rac family small GTPase 3"	"RAC3"
"1524"	"ABCA3"	"ABC3"	"ABC-C,EST111653,LBM180"	"ATP binding cassette subfamily A member 3"	"ABCA3"
"1525"	"LFNG"	""	"SCDO3"	"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"	"LFNG"
"1526"	"CAGE1"	"CTAG3"	"BA69L16.7,CT95"	"cancer antigen 1"	"CAGE1"
"1527"	"PRKAR1A"	"PRKAR1,TSE1"	"CNC1"	"protein kinase cAMP-dependent type I regulatory subunit alpha"	"PRKAR1A"
"1528"	"KAT6B"	"MYST4"	"QUERKOPF,QKF,MORF,MOZ2,ZC2HC6B"	"lysine acetyltransferase 6B"	"KAT6B"
"1529"	"RAF1"	""	"RAF-1,C-RAF,CRAF"	"Raf-1 proto-oncogene, serine/threonine kinase"	"RAF1"
"1530"	"TRHR"	""	""	"thyrotropin releasing hormone receptor"	"TRHR"
"1531"	"AURKA"	"STK15,STK6"	"BTAK,AURA,STK7,ARK1,PPP1R47,AIK"	"aurora kinase A"	"AURKA"
"1532"	"PCM1"	""	"PTC4"	"pericentriolar material 1"	"PCM1"
"1533"	"RHOB"	"ARH6,ARHB"	"RHOB,RHOH6,MST081"	"ras homolog family member B"	"RHOB"
"1534"	"MIR17"	"MIRN17"	"HSA-MIR-17"	"microRNA 17"	"MIR17"
"1535"	"MUTYH"	""	"MYH"	"mutY DNA glycosylase"	"MUTYH"
"1536"	"RANBP2"	"ANE1"	"NUP358,ADANE"	"RAN binding protein 2"	"RANBP2"
"1537"	"RHOBTB2"	""	"KIAA0717,DBC2"	"Rho related BTB domain containing 2"	"RHOBTB2"
"1538"	"PER1"	"PER"	"RIGUI"	"period circadian regulator 1"	"PER1"
"1539"	"MAPK12"	"SAPK3"	"ERK6,PRKM12,P38GAMMA,SAPK-3"	"mitogen-activated protein kinase 12"	"MAPK12"
"1540"	"FOSL2"	""	"FRA2,FLJ23306"	"FOS like 2, AP-1 transcription factor subunit"	"FOSL2"
"1541"	"BNIP3"	""	"NIP3"	"BCL2 interacting protein 3"	"BNIP3"
"1542"	"FGFR4"	""	"JTK2,CD334"	"fibroblast growth factor receptor 4"	"FGFR4"
"1543"	"RUNX3"	"CBFA3"	"AML2,PEBP2A3"	"runt related transcription factor 3"	"RUNX3"
"1544"	"EIF2AK2"	"PRKR"	"PKR,EIF2AK1,PPP1R83"	"eukaryotic translation initiation factor 2 alpha kinase 2"	"EIF2AK2"
"1545"	"CD79B"	"IGB"	"B29"	"CD79b molecule"	"CD79B"
"1546"	"EPHB6"	""	"HEP"	"EPH receptor B6"	"EPHB6"
"1547"	"CDH11"	""	"OB,CAD11"	"cadherin 11"	"CDH11"
"1548"	"BGN"	""	"DSPG1,SLRR1A"	"biglycan"	"BGN"
"1549"	"BIRC6"	""	"BRUCE"	"baculoviral IAP repeat containing 6"	"BIRC6"
"1550"	"CCNC"	""	"CYCC"	"cyclin C"	"CCNC"
"1551"	"DIRC3"	""	"FLJ14199"	"disrupted in renal carcinoma 3"	"DIRC3"
"1552"	"PMEPA1"	"TMEPAI"	"STAG1"	"prostate transmembrane protein, androgen induced 1"	"PMEPA1"
"1553"	"SLC9A2"	"NHE2"	""	"solute carrier family 9 member A2"	"SLC9A2"
"1554"	"BCL2L11"	""	"BOD,BIML,BIMEL,BIMS,BIM"	"BCL2 like 11"	"BCL2L11"
"1555"	"ST5"	""	"HTS1,DENND2B,P126"	"suppression of tumorigenicity 5"	"ST5"
"1556"	"RASGRF1"	"GRF1"	"CDC25L,CDC25,GRF55,H-GRF55,GNRP,PP13187"	"Ras protein specific guanine nucleotide releasing factor 1"	"RASGRF1"
"1557"	"POU5F1"	"OTF3"	"OCT3,OCT4,MGC22487"	"POU class 5 homeobox 1"	"POU5F1"
"1558"	"PHB"	""	"PHB1"	"prohibitin"	"PHB"
"1559"	"TFPT"	""	"FB1,AMIDA,INO80F"	"TCF3 fusion partner"	"TFPT"
"1560"	"FNIP1"	""	"KIAA1961"	"folliculin interacting protein 1"	"FNIP1"
"1561"	"EML4"	"C2ORF2"	"ROPP120,ELP120"	"echinoderm microtubule associated protein like 4"	"EML4"
"1562"	"SCAMP4"	""	"FLJ33847"	"secretory carrier membrane protein 4"	"SCAMP4"
"1563"	"FGF3"	"INT2"	"HBGF-3"	"fibroblast growth factor 3"	"FGF3"
"1564"	"RGL1"	""	"RGL"	"ral guanine nucleotide dissociation stimulator like 1"	"RGL1"
"1565"	"CUL4B"	""	""	"cullin 4B"	"CUL4B"
"1566"	"KMT2D"	"TNRC21,MLL2"	"ALR,MLL4,CAGL114"	"lysine methyltransferase 2D"	"KMT2D"
"1567"	"RREB1"	""	"HNT"	"ras responsive element binding protein 1"	"RREB1"
"1568"	"SS18L1"	""	"KIAA0693,CREST"	"SS18L1, nBAF chromatin remodeling complex subunit"	"SS18L1"
"1569"	"ATF1"	""	"TREB36"	"activating transcription factor 1"	"ATF1"
"1570"	"CRYAB"	"CRYA2"	"HSPB5"	"crystallin alpha B"	"CRYAB"
"1571"	"SIK3"	""	"FLJ12240,L19,KIAA0999,QSK"	"SIK family kinase 3"	"SIK3"
"1572"	"PDCD1LG2"	""	"PD-L2,BTDC,PDL2,BA574F11.2,CD273,B7-DC"	"programmed cell death 1 ligand 2"	"PDCD1LG2"
"1573"	"GLI2"	""	"THP2,HPE9,THP1"	"GLI family zinc finger 2"	"GLI2"
"1574"	"CSTA"	"STF1,STFA"	""	"cystatin A"	"CSTA"
"1575"	"POU2AF1"	""	"OBF1,BOB1"	"POU class 2 associating factor 1"	"POU2AF1"
"1576"	"HIST1H4I"	"H4FM"	"H4/M"	"histone cluster 1 H4 family member i"	"HIST1H4I"
"1577"	"CTSB"	""	""	"cathepsin B"	"CTSB"
"1578"	"XPC"	""	"XPCC,RAD4"	"XPC complex subunit, DNA damage recognition and repair factor"	"XPC"
"1579"	"LMO2"	"RBTNL1"	"TTG2,RHOM2,RBTN2"	"LIM domain only 2"	"LMO2"
"1580"	"LGALS3"	"LGALS2"	"MAC-2,GALIG"	"galectin 3"	"LGALS3"
"1581"	"MXD1"	"MAD"	"MAD1,BHLHC58"	"MAX dimerization protein 1"	"MXD1"
"1582"	"PRPS1"	"DFN2"	"CMTX5,DFNX1"	"phosphoribosyl pyrophosphate synthetase 1"	"PRPS1"
"1583"	"FSTL3"	""	"FLRG,FSRP"	"follistatin like 3"	"FSTL3"
"1584"	"ETV3"	""	"PE-1"	"ETS variant 3"	"ETV3"
"1585"	"RASA3"	""	"GAP1IP4BP,GAPIII"	"RAS p21 protein activator 3"	"RASA3"
"1586"	"PTPRU"	""	"PTPRO,HPTP-J,PCP-2,FMI,PTP"	"protein tyrosine phosphatase, receptor type U"	"PTPRU"
"1587"	"SBDS"	""	"CGI-97,FLJ10917,SDS,SWDS"	"SBDS, ribosome maturation factor"	"SBDS"
"1588"	"MALT1"	"MLT"	"PCASP1"	"MALT1 paracaspase"	"MALT1"
"1589"	"ALDH2"	""	""	"aldehyde dehydrogenase 2 family member"	"ALDH2"
"1590"	"M1AP"	"C2ORF65"	"D6MM5E,SPATA37"	"meiosis 1 associated protein"	"M1AP"
"1591"	"MAP4"	""	""	"microtubule associated protein 4"	"MAP4"
"1592"	"TXN"	""	"TRX"	"thioredoxin"	"TXN"
"1593"	"BIRC3"	"API2"	"CIAP2,HIAP-1,MIHC,RNF49,MALT2,C-IAP2"	"baculoviral IAP repeat containing 3"	"BIRC3"
"1594"	"MAD1L1"	""	"HSMAD1,TXBP181,MAD1,PIG9,TP53I9"	"mitotic arrest deficient 1 like 1"	"MAD1L1"
"1595"	"TGFBR1"	"MSSE,ESS1"	"ALK-5,ACVRLK4,ALK5,TBRI,TBR-I"	"transforming growth factor beta receptor 1"	"TGFBR1"
"1596"	"SERPINB4"	"SCCA2"	"PI11,LEUPIN,SCCA-2,SCCA1"	"serpin family B member 4"	"SERPINB4"
"1597"	"DKC1"	"DKC"	"XAP101,DYSKERIN,NAP57,NOLA4,CBF5"	"dyskerin pseudouridine synthase 1"	"DKC1"
"1598"	"MPP1"	"DXS552E"	"PEMP"	"membrane palmitoylated protein 1"	"MPP1"
"1599"	"EP300"	""	"P300,KAT3B"	"E1A binding protein p300"	"EP300"
"1600"	"MSI2"	""	""	"musashi RNA binding protein 2"	"MSI2"
"1601"	"MIR125B2"	"MIRN125B2"	"HSA-MIR-125B-2"	"microRNA 125b-2"	"MIR125B2"
"1602"	"RBX1"	""	"ROC1,RNF75,BA554C12.1"	"ring-box 1"	"RBX1"
"1603"	"PHLPP2"	"PHLPPL"	"KIAA0931,PPM3B"	"PH domain and leucine rich repeat protein phosphatase 2"	"PHLPP2"
"1604"	"PDGFRB"	"PDGFR"	"JTK12,CD140B,PDGFR1"	"platelet derived growth factor receptor beta"	"PDGFRB"
"1605"	"GCNT3"	""	"C2GNT-M,C2/4GNT,C2GNT2"	"glucosaminyl (N-acetyl) transferase 3, mucin type"	"GCNT3"
"1606"	"PLEKHB1"	"PHRET1"	"PHR1,KPL1"	"pleckstrin homology domain containing B1"	"PLEKHB1"
"1607"	"SOX5"	""	"L-SOX5,MGC35153"	"SRY-box 5"	"SOX5"
"1608"	"CITED4"	""	""	"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"	"CITED4"
"1609"	"HOXC13"	"HOX3,HOX3G"	""	"homeobox C13"	"HOXC13"
"1610"	"BCOR"	""	"FLJ20285,KIAA1575"	"BCL6 corepressor"	"BCOR"
"1611"	"MEF2D"	""	""	"myocyte enhancer factor 2D"	"MEF2D"
"1612"	"HOOK3"	""	"HK3"	"hook microtubule tethering protein 3"	"HOOK3"
"1613"	"ERGIC3"	"SDBCAG84,C20ORF47"	"CGI-54,PRO0989,NY-BR-84,ERV46"	"ERGIC and golgi 3"	"ERGIC3"
"1614"	"SMG6"	"C17ORF31"	"KIAA0732,SMG-6,EST1A"	"SMG6, nonsense mediated mRNA decay factor"	"SMG6"
"1615"	"CTNND2"	""	"NPRAP,GT24"	"catenin delta 2"	"CTNND2"
"1616"	"SOX3"	"PHP"	""	"SRY-box 3"	"SOX3"
"1617"	"RANBP17"	""	""	"RAN binding protein 17"	"RANBP17"
"1618"	"RAP1GAP"	"RAP1GA1"	"KIAA0474,RAP1GAP1,RAP1GAPII"	"RAP1 GTPase activating protein"	"RAP1GAP"
"1619"	"ELN"	""	"WBS,WS,SVAS"	"elastin"	"ELN"
"1620"	"SMO"	"SMOH"	"FZD11"	"smoothened, frizzled class receptor"	"SMO"
"1621"	"ATF4"	"TXREB"	"TAXREB67,CREB-2"	"activating transcription factor 4"	"ATF4"
"1622"	"XPA"	""	"XPAC,XP1"	"XPA, DNA damage recognition and repair factor"	"XPA"
"1623"	"P2RY8"	""	"P2Y8"	"P2Y receptor family member 8"	"P2RY8"
"1624"	"RNASE10"	""	"RNASE9,RAH1"	"ribonuclease A family member 10 (inactive)"	"RNASE10"
"1625"	"CST6"	""	""	"cystatin E/M"	"CST6"
"1626"	"BTBD19"	""	""	"BTB domain containing 19"	"BTBD19"
"1627"	"TIMP1"	"TIMP,CLGI"	"EPO"	"TIMP metallopeptidase inhibitor 1"	"TIMP1"
"1628"	"CRTC1"	"MECT1"	"KIAA0616,FLJ14027,TORC1"	"CREB regulated transcription coactivator 1"	"CRTC1"
"1629"	"TIMP3"	"SFD"	""	"TIMP metallopeptidase inhibitor 3"	"TIMP3"
"1630"	"MAP2K5"	"PRKMK5"	"MEK5,MAPKK5,HST17454"	"mitogen-activated protein kinase kinase 5"	"MAP2K5"
"1631"	"FGF2"	"FGFB"	""	"fibroblast growth factor 2"	"FGF2"
"1632"	"ADAMTS15"	""	""	"ADAM metallopeptidase with thrombospondin type 1 motif 15"	"ADAMTS15"
"1633"	"WIF1"	""	""	"WNT inhibitory factor 1"	"WIF1"
"1634"	"PPP1R14B"	"PLCB3N"	"SOM172,PNG,PHI-1"	"protein phosphatase 1 regulatory inhibitor subunit 14B"	"PPP1R14B"
"1635"	"MIR142"	"MIRN142"	"HSA-MIR-142"	"microRNA 142"	"MIR142"
"1636"	"HAS2"	""	""	"hyaluronan synthase 2"	"HAS2"
"1637"	"NOV"	""	"IGFBP9,CCN3"	"nephroblastoma overexpressed"	"NOV"
"1638"	"BRAF"	""	"BRAF1"	"B-Raf proto-oncogene, serine/threonine kinase"	"BRAF"
"1639"	"ADAM29"	""	"SVPH1,CT73"	"ADAM metallopeptidase domain 29"	"ADAM29"
"1640"	"DYRK1B"	""	"MIRK"	"dual specificity tyrosine phosphorylation regulated kinase 1B"	"DYRK1B"
"1641"	"BAP1"	""	"HUCEP-6,KIAA0272,UCHL2"	"BRCA1 associated protein 1"	"BAP1"
"1642"	"VTCN1"	""	"B7-H4,FLJ22418,B7S1,B7X,B7H4"	"V-set domain containing T cell activation inhibitor 1"	"VTCN1"
"1643"	"CANT1"	""	"SHAPY,SCAN-1"	"calcium activated nucleotidase 1"	"CANT1"
"1644"	"PTGR2"	"ZADH1"	"FLJ39091"	"prostaglandin reductase 2"	"PTGR2"
"1645"	"RAMP1"	""	""	"receptor activity modifying protein 1"	"RAMP1"
"1646"	"BUB1"	"BUB1L"	"HBUB1,BUB1A"	"BUB1 mitotic checkpoint serine/threonine kinase"	"BUB1"
"1647"	"GBP1"	""	""	"guanylate binding protein 1"	"GBP1"
"1648"	"SRI"	""	""	"sorcin"	"SRI"
"1649"	"CDKN2B"	""	"P15,MTS2,INK4B,TP15,CDK4I,P15INK4B"	"cyclin dependent kinase inhibitor 2B"	"CDKN2B"
"1650"	"MTHFR"	""	""	"methylenetetrahydrofolate reductase"	"MTHFR"
"1651"	"APC2"	""	"APCL"	"APC2, WNT signaling pathway regulator"	"APC2"
"1652"	"BAG3"	""	""	"BCL2 associated athanogene 3"	"BAG3"
"1653"	"INPP5K"	""	"SKIP"	"inositol polyphosphate-5-phosphatase K"	"INPP5K"
"1654"	"BLCAP"	""	"BC10"	"BLCAP, apoptosis inducing factor"	"BLCAP"
"1655"	"LDB1"	""	"NLI,CLIM2"	"LIM domain binding 1"	"LDB1"
"1656"	"ALOX15"	""	"15-LOX-1"	"arachidonate 15-lipoxygenase"	"ALOX15"
"1657"	"MSH6"	"GTBP"	""	"mutS homolog 6"	"MSH6"
"1658"	"GSN"	""	"DKFZP313L0718"	"gelsolin"	"GSN"
"1659"	"SCLT1"	""	"HCAP-1A,FLJ30655"	"sodium channel and clathrin linker 1"	"SCLT1"
"1660"	"IDH1"	""	""	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"	"IDH1"
"1661"	"SOX2"	""	""	"SRY-box 2"	"SOX2"
"1662"	"PTPN11"	"NS1"	"BPTP3,SH-PTP2,SHP-2,PTP2C,SHP2"	"protein tyrosine phosphatase, non-receptor type 11"	"PTPN11"
"1663"	"TK1"	""	""	"thymidine kinase 1"	"TK1"
"1664"	"PICALM"	""	"CALM,CLTH"	"phosphatidylinositol binding clathrin assembly protein"	"PICALM"
"1665"	"STAG1"	""	"SA-1,SCC3A,SA1"	"stromal antigen 1"	"STAG1"
"1666"	"CR1L"	""	""	"complement C3b/C4b receptor 1 like"	"CR1L"
"1667"	"GRB10"	""	""	"growth factor receptor bound protein 10"	"GRB10"
"1668"	"CTGF"	""	"IGFBP8,CCN2"	"connective tissue growth factor"	"CTGF"
"1669"	"CEBPA"	"CEBP"	"C/EBP-ALPHA"	"CCAAT enhancer binding protein alpha"	"CEBPA"
"1670"	"SLC43A1"	"POV1"	"R00504,PB39"	"solute carrier family 43 member 1"	"SLC43A1"
"1671"	"B3GNT6"	""	"B3GN-T6"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"	"B3GNT6"
"1672"	"TECTA"	"DFNA12,DFNA8,DFNB21"	""	"tectorin alpha"	"TECTA"
"1673"	"ZNF442"	""	"FLJ14356"	"zinc finger protein 442"	"ZNF442"
"1674"	"IL2RA"	"IL2R,IDDM10"	"CD25"	"interleukin 2 receptor subunit alpha"	"IL2RA"
"1675"	"ADGRL2"	"LPHH1,LPHN2"	"KIAA0786,LEC1"	"adhesion G protein-coupled receptor L2"	"ADGRL2"
"1676"	"SNAPC3"	""	"SNAP50,PTFBETA,MGC33124,MGC132011"	"small nuclear RNA activating complex polypeptide 3"	"SNAPC3"
"1677"	"SPINK7"	""	"ECG2,ECRG2"	"serine peptidase inhibitor, Kazal type 7 (putative)"	"SPINK7"
"1678"	"CENPF"	""	"HCP-1"	"centromere protein F"	"CENPF"
"1679"	"PALB2"	""	"FLJ21816,FANCN"	"partner and localizer of BRCA2"	"PALB2"
"1680"	"INTS6"	"DDX26"	"DICE1,HDB,NOTCHL2,DBI-1,DDX26A,INT6"	"integrator complex subunit 6"	"INTS6"
"1681"	"PTTG1"	"TUTR1"	"PTTG,HPTTG,EAP1,SECURIN"	"pituitary tumor-transforming 1"	"PTTG1"
"1682"	"SLC9A3R1"	""	"NHERF,EBP50,NHERF1"	"SLC9A3 regulator 1"	"SLC9A3R1"
"1683"	"CDH1"	"UVO"	"UVOMORULIN,CD324"	"cadherin 1"	"CDH1"
"1684"	"CD74"	"DHLAG"	""	"CD74 molecule"	"CD74"
"1685"	"SSBP3"	""	"CSDP,SSDP,FLJ10355,SSDP1"	"single stranded DNA binding protein 3"	"SSBP3"
"1686"	"ITGAX"	"CD11C"	"CD11C"	"integrin subunit alpha X"	"ITGAX"
"1687"	"TWIST1"	"ACS3,BPES3,TWIST,CRS"	"SCS,H-TWIST,BPES2,BHLHA38,CRS1"	"twist family bHLH transcription factor 1"	"TWIST1"
"1688"	"UTP3"	""	"FLJ23256,DKFZP761F222,SAS10,CRLZ1"	"UTP3, small subunit processome component"	"UTP3"
"1689"	"NPY"	""	"PYY4"	"neuropeptide Y"	"NPY"
"1690"	"RABGGTB"	""	""	"Rab geranylgeranyltransferase subunit beta"	"RABGGTB"
"1691"	"DGKE"	""	"DAGK6,DGK"	"diacylglycerol kinase epsilon"	"DGKE"
"1692"	"FST"	""	"FS"	"follistatin"	"FST"
"1693"	"GATA6"	""	""	"GATA binding protein 6"	"GATA6"
"1694"	"ING3"	""	"P47ING3,FLJ20089,EAF4,MEAF4"	"inhibitor of growth family member 3"	"ING3"
"1695"	"TMEM74"	""	"FLJ30668,NET36"	"transmembrane protein 74"	"TMEM74"
"1696"	"MYH9"	"DFNA17"	"NMMHCA,NMHC-II-A,MHA,FTNS,EPSTS"	"myosin heavy chain 9"	"MYH9"
"1697"	"IGFBP3"	""	"IBP3,BP-53"	"insulin like growth factor binding protein 3"	"IGFBP3"
"1698"	"MID1"	""	"OS,FXY,TRIM18,RNF59"	"midline 1"	"MID1"
"1699"	"ZFP36L2"	"BRF2"	"ERF2,RNF162C,TIS11D"	"ZFP36 ring finger protein like 2"	"ZFP36L2"
"1700"	"CDH10"	""	""	"cadherin 10"	"CDH10"
"1701"	"PREX1"	""	"KIAA1415,P-REX1"	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"	"PREX1"
"1702"	"ZNF521"	""	"EHZF,EVI3"	"zinc finger protein 521"	"ZNF521"
"1703"	"NGFR"	""	"TNFRSF16,CD271,P75NTR"	"nerve growth factor receptor"	"NGFR"
"1704"	"GRPR"	""	"BB2,BB2R"	"gastrin releasing peptide receptor"	"GRPR"
"1705"	"THADA"	""	"FLJ21877,KIAA1767,GITA,ARMC13"	"THADA, armadillo repeat containing"	"THADA"
"1706"	"LOX"	""	""	"lysyl oxidase"	"LOX"
"1707"	"CD151"	""	"SFA-1,PETA-3,TSPAN24,RAPH"	"CD151 molecule (Raph blood group)"	"CD151"
"1708"	"TGFBR3"	""	"BETAGLYCAN,BGCAN"	"transforming growth factor beta receptor 3"	"TGFBR3"
"1709"	"BCL2"	""	"BCL-2,PPP1R50"	"BCL2, apoptosis regulator"	"BCL2"
"1710"	"YES1"	""	"YES,C-YES,HST441"	"YES proto-oncogene 1, Src family tyrosine kinase"	"YES1"
"1711"	"IL4R"	""	"CD124"	"interleukin 4 receptor"	"IL4R"
"1712"	"TP53RK"	"C20ORF64"	"DJ101A2.2,PRPK,NORI-2P,BUD32"	"TP53 regulating kinase"	"TP53RK"
"1713"	"GTF2H1"	""	"BTF2,P62,TFIIH"	"general transcription factor IIH subunit 1"	"GTF2H1"
"1714"	"MTA3"	""	"KIAA1266"	"metastasis associated 1 family member 3"	"MTA3"
"1715"	"TPD52"	""	"D52,HD52,N8L"	"tumor protein D52"	"TPD52"
"1716"	"PIM1"	"PIM"	""	"Pim-1 proto-oncogene, serine/threonine kinase"	"PIM1"
"1717"	"PITX1"	"BFT"	"PTX1,POTX"	"paired like homeodomain 1"	"PITX1"
"1718"	"REST"	""	"NRSF,XBR"	"RE1 silencing transcription factor"	"REST"
"1719"	"LIMD1"	""	""	"LIM domains containing 1"	"LIMD1"
"1720"	"DDR1"	"NTRK4,PTK3A,NEP,CAK,EDDR1"	"RTK6,CD167"	"discoidin domain receptor tyrosine kinase 1"	"DDR1"
"1721"	"EMP1"	""	"TMP,CL-20"	"epithelial membrane protein 1"	"EMP1"
"1722"	"MAFA"	""	"RIPE3B1,HMAFA"	"MAF bZIP transcription factor A"	"MAFA"
"1723"	"TNFRSF1B"	"TNFR2"	"TNFBR,TNFR80,TNF-R75,TNF-R-II,P75,CD120B"	"TNF receptor superfamily member 1B"	"TNFRSF1B"
"1724"	"NBR1"	"M17S2"	"CA125,KIAA0049,1A1-3B"	"NBR1, autophagy cargo receptor"	"NBR1"
"1725"	"NCOA1"	""	"SRC1,F-SRC-1,NCOA-1,KAT13A,RIP160,BHLHE74"	"nuclear receptor coactivator 1"	"NCOA1"
"1726"	"CHD9"	""	"FLJ12178,KIAA0308,BC022889"	"chromodomain helicase DNA binding protein 9"	"CHD9"
"1727"	"MARCH3"	""	"MGC48332,MARCH-III,RNF173"	"membrane associated ring-CH-type finger 3"	"MARCH3"
"1728"	"GNAI2"	"GNAI2B"	"GIP"	"G protein subunit alpha i2"	"GNAI2"
"1729"	"PKHD1"	"TIGM1"	"ARPKD,FCYT,FPC"	"PKHD1, fibrocystin/polyductin"	"PKHD1"
"1730"	"HSPD1"	"SPG13"	"GROEL,HSP60"	"heat shock protein family D (Hsp60) member 1"	"HSPD1"
"1731"	"HIST1H1B"	"H1F5"	"H1.5,H1B,H1S-3"	"histone cluster 1 H1 family member b"	"HIST1H1B"
"1732"	"PHF6"	"BFLS,BORJ"	"KIAA1823,MGC14797,CENP-31"	"PHD finger protein 6"	"PHF6"
"1733"	"GALNT5"	""	"GALNAC-T5"	"polypeptide N-acetylgalactosaminyltransferase 5"	"GALNT5"
"1734"	"PIK3CA"	""	"PI3K"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	"PIK3CA"
"1735"	"SULF2"	""	"KIAA1247,HSULF-2,SULF-2"	"sulfatase 2"	"SULF2"
"1736"	"TLCD2"	""	""	"TLC domain containing 2"	"TLCD2"
"1737"	"SDC3"	""	"N-SYNDECAN,SYND3"	"syndecan 3"	"SDC3"
"1738"	"LHCGR"	"HHG"	"LHR,LCGR,LGR2,ULG5"	"luteinizing hormone/choriogonadotropin receptor"	"LHCGR"
"1739"	"ING4"	""	"P29ING4,MY036"	"inhibitor of growth family member 4"	"ING4"
"1740"	"PAX5"	""	"BSAP"	"paired box 5"	"PAX5"
"1741"	"TIAM1"	""	""	"T cell lymphoma invasion and metastasis 1"	"TIAM1"
"1742"	"FGF6"	""	""	"fibroblast growth factor 6"	"FGF6"
"1743"	"DHRS3"	""	"RETSDR1,RSDR1,SDR1,RDH17,SDR16C1"	"dehydrogenase/reductase 3"	"DHRS3"
"1744"	"FBXO31"	""	"FBX14,FBXO14,FBX31,MGC15419"	"F-box protein 31"	"FBXO31"
"1745"	"EEF1A1"	"EF1A,EEF1A,LENG7"	"EE1A1"	"eukaryotic translation elongation factor 1 alpha 1"	"EEF1A1"
"1746"	"PXN"	""	""	"paxillin"	"PXN"
"1747"	"TAF15"	"TAF2N"	"HTAFII68,RBP56,NPL3"	"TATA-box binding protein associated factor 15"	"TAF15"
"1748"	"DENR"	""	"DRP,DRP1,SMAP-3"	"density regulated re-initiation and release factor"	"DENR"
"1749"	"USF1"	""	"UEF,MLTFI,BHLHB11"	"upstream transcription factor 1"	"USF1"
"1750"	"CTTN"	"EMS1"	""	"cortactin"	"CTTN"
"1751"	"CREB3L2"	""	"BBF2H7,TCAG_1951439"	"cAMP responsive element binding protein 3 like 2"	"CREB3L2"
"1752"	"KDM5A"	"RBBP2,JARID1A"	""	"lysine demethylase 5A"	"KDM5A"
"1753"	"IGSF8"	""	"CD81P3,EWI2,PGRL,CD316"	"immunoglobulin superfamily member 8"	"IGSF8"
"1754"	"TP53"	""	"P53,LFS1"	"tumor protein p53"	"TP53"
"1755"	"ELL"	"C19ORF17"	"MEN,ELL1,PPP1R68"	"elongation factor for RNA polymerase II"	"ELL"
"1756"	"ORAI2"	"C7ORF19,TMEM142B"	"CBCIP2,FLJ12474,FLJ14733,H_NH0514P08.8"	"ORAI calcium release-activated calcium modulator 2"	"ORAI2"
"1757"	"PLAUR"	""	"URKR,UPAR,CD87"	"plasminogen activator, urokinase receptor"	"PLAUR"
"1758"	"JAG2"	""	""	"jagged 2"	"JAG2"
"1759"	"APC"	""	"DP2,DP3,DP2.5,PPP1R46"	"APC, WNT signaling pathway regulator"	"APC"
"1760"	"COPS2"	""	"TRIP15,ALIEN,CSN2"	"COP9 signalosome subunit 2"	"COPS2"
"1761"	"NLRP8"	"NALP8"	"NOD16,PAN4,CLR19.2"	"NLR family pyrin domain containing 8"	"NLRP8"
"1762"	"PRPF4B"	""	"PRP4,PR4H,KIAA0536"	"pre-mRNA processing factor 4B"	"PRPF4B"
"1763"	"FEN1"	"RAD2"	"FEN-1,MF1"	"flap structure-specific endonuclease 1"	"FEN1"
"1764"	"ZDHHC3"	""	"ZNF373,GODZ,DHHC3"	"zinc finger DHHC-type containing 3"	"ZDHHC3"
"1765"	"COL1A1"	""	"OI4"	"collagen type I alpha 1 chain"	"COL1A1"
"1766"	"CORO1C"	""	"CORONIN-3,HCRNN4"	"coronin 1C"	"CORO1C"
